-0.0627906,0.00258284,0.0589139,0.108798,0.15716,0.205546,0.254437,0.304021,0.354415,0.40571,0.457983,0.51128,0.565605,0.620905,0.677049,0.7338,0.790785,0.847455,0.903041,0.956509,1.00652,1.05139,1.08912,1.11744,1.13389,1.13607,1.12176,1.08922,1.03729,0.965507,0.873997,0.763339,0.634304,0.487571,0.323433,0.141502,-0.0596247,-0.282776,-0.532829,-0.817697,-1.14998,-1.55051,-2.05075,-2.64316,-3.12434,-3.15164,-2.69909,-2.06146,-1.44946,-0.908951,-0.421877,0.0397351,0.502705,0.99345,1.5373,2.14135,2.73106,3.07369,2.93605,2.4312,1.87294,1.40619,1.0275,0.710464,0.437491,0.197653,-0.0159317,-0.207485,-0.37943,-0.532945,-0.668362,-0.785484,-0.883881,-0.963153,-1.02318,-1.0643,-1.08739,-1.09392,-1.08576,-1.0651,-1.03421,-0.995291,-0.950343,-0.901098,-0.848984,-0.795138,-0.740432,-0.685513,-0.630842,-0.576733,-0.523385,-0.470908,-0.41935,-0.368717,-0.318996,-0.270194,-0.222405,-0.175918,-0.131388,-0.0905383,-0.0627812,0.0627999
-0.0262818,0.0211964,0.0732707,0.123376,0.172238,0.220809,0.269633,0.318996,0.36906,0.419923,0.471642,0.524232,0.577659,0.631819,0.686518,0.74145,0.796156,0.849994,0.902092,0.951317,0.996242,1.03514,1.066,1.08663,1.09476,1.0882,1.06506,1.02391,0.963839,0.88452,0.786074,0.668899,0.533428,0.379858,0.207858,0.0162495,-0.19739,-0.437283,-0.710311,-1.0274,-1.40616,-1.87295,-2.43118,-2.93582,-3.07315,-2.7304,-2.14078,-1.53685,-0.993088,-0.502396,-0.0394449,0.422176,0.909291,1.44987,2.06199,2.69971,3.15219,3.12459,2.64316,2.05071,1.55053,1.15006,0.817845,0.533036,0.283042,0.0599508,-0.141115,-0.322984,-0.487059,-0.63373,-0.762705,-0.873305,-0.964761,-1.0365,-1.08838,-1.12088,-1.13515,-1.13295,-1.11646,-1.08811,-1.05035,-1.00545,-0.955418,-0.901924,-0.846314,-0.789626,-0.732629,-0.675876,-0.619743,-0.564471,-0.510195,-0.456974,-0.404804,-0.353635,-0.303375,-0.253896,-0.205047,-0.156761,-0.109441,-0.0654167,-0.0262818,0.0211964
-0.00800885,0.0392923,0.0890966,0.138494,0.187364,0.236041,0.284873,0.334111,0.383917,0.434387,0.485561,0.537425,0.589901,0.642831,0.695958,0.748895,0.801094,0.851812,0.900079,0.944662,0.984061,1.01651,1.04004,1.05254,1.05194,1.0363,1.00401,0.95392,0.88532,0.797957,0.691883,0.567265,0.424148,0.262187,0.0803365,-0.123512,-0.353037,-0.614223,-0.916515,-1.27476,-1.71058,-2.23146,-2.7362,-2.95695,-2.72584,-2.20045,-1.61567,-1.0736,-0.581467,-0.118376,0.340831,0.822633,1.3561,1.96675,2.63436,3.18488,3.28859,2.86197,2.24417,1.70845,1.28465,0.936761,0.640132,0.380289,0.148148,-0.0619371,-0.253311,-0.427704,-0.585672,-0.72692,-0.850589,-0.955558,-1.04076,-1.10547,-1.14961,-1.17385,-1.17963,-1.16904,-1.14461,-1.109,-1.06479,-1.01432,-0.95957,-0.902156,-0.843327,-0.78402,-0.724907,-0.66645,-0.60895,-0.55258,-0.497425,-0.443501,-0.390776,-0.339188,-0.288654,-0.23908,-0.190379,-0.142512,-0.0956487,-0.0505597,-0.00800885,0.0392923
0.00947823,0.0567673,0.105427,0.15421,0.202889,0.251534,0.300326,0.349438,0.398996,0.44907,0.499673,0.550755,0.602189,0.653759,0.705133,0.75584,0.805237,0.85248,0.896497,0.935971,0.969341,0.994833,1.01053,1.01445,1.00472,0.979655,0.937923,0.878577,0.801061,0.70513,0.590701,0.457648,0.305562,0.133472,-0.0604969,-0.279571,-0.528962,-0.816809,-1.15559,-1.56279,-2.04637,-2.53585,-2.8133,-2.68652,-2.23751,-1.68356,-1.14923,-0.658393,-0.196567,0.259212,0.734406,1.25797,1.85959,2.53949,3.16769,3.4131,3.07804,2.45225,1.88041,1.43138,1.06721,0.758735,0.4894,0.248813,0.0304397,-0.16969,-0.353753,-0.522598,-0.676057,-0.813214,-0.93268,-1.03291,-1.11255,-1.17079,-1.20761,-1.22394,-1.22155,-1.20294,-1.17092,-1.12841,-1.07812,-1.02242,-0.96326,-0.902184,-0.840345,-0.77858,-0.717471,-0.657395,-0.598581,-0.541146,-0.485125,-0.430495,-0.377197,-0.325149,-0.27426,-0.224448,-0.175656,-0.127881,-0.0811763,-0.0355883,0.00947823,0.0567673
0.0264984,0.0738713,0.122008,0.17039,0.218855,0.26739,0.316079,0.365023,0.414296,0.463929,0.513895,0.564097,0.614352,0.664375,0.713757,0.761933,0.808164,0.851503,0.890785,0.924619,0.951407,0.969395,0.976744,0.971639,0.952406,0.917613,0.866152,0.797249,0.710423,0.605369,0.481797,0.339219,0.176692,-0.00748176,-0.216154,-0.453868,-0.727617,-1.04784,-1.42849,-1.87645,-2.34176,-2.65259,-2.61635,-2.25025,-1.73828,-1.21858,-0.7324,-0.273516,0.17781,0.645384,1.1571,1.74422,2.42124,3.10164,3.48445,3.27706,2.67132,2.06651,1.59019,1.2089,0.888487,0.610008,0.361661,0.135913,-0.0719311,-0.264608,-0.443393,-0.608403,-0.758835,-0.893192,-1.00956,-1.10598,-1.18081,-1.23315,-1.26311,-1.27189,-1.26168,-1.23535,-1.19607,-1.14697,-1.0909,-1.03023,-0.966899,-0.902347,-0.837641,-0.773525,-0.710489,-0.648836,-0.588729,-0.530231,-0.473334,-0.417984,-0.364096,-0.311569,-0.260297,-0.210186,-0.161157,-0.113152,-0.0660998,-0.0197839,0.0264984,0.0738713
0.0432903,0.0908123,0.138755,0.186918,0.235212,0.283611,0.332146,0.380863,0.429785,0.478894,0.528113,0.577288,0.626173,0.674405,0.721489,0.766765,0.809391,0.848327,0.882323,0.909935,0.929558,0.939485,0.937994,0.923443,0.894372,0.849573,0.788124,0.709364,0.612811,0.49803,0.364449,0.211137,0.0365314,-0.161906,-0.388138,-0.648151,-0.950618,-1.30657,-1.72119,-2.15805,-2.48394,-2.52113,-2.23859,-1.77799,-1.28025,-0.802655,-0.348698,0.0970695,0.556183,1.05478,1.62375,2.28617,2.99253,3.49366,3.4411,2.89363,2.26589,1.76076,1.36131,1.02873,0.74138,0.485956,0.253842,0.0395345,-0.160356,-0.347649,-0.522909,-0.685639,-0.834456,-0.967297,-1.08172,-1.17531,-1.24615,-1.29323,-1.31682,-1.31845,-1.30073,-1.26697,-1.2207,-1.16527,-1.10363,-1.0382,-0.970847,-0.90294,-0.835452,-0.769036,-0.704099,-0.640872,-0.579457,-0.519868,-0.462059,-0.405942,-0.351409,-0.298339,-0.246608,-0.196101,-0.146704,-0.0983023,-0.0507361,-0.00371596,0.0432903,0.0908123
0.0599918,0.10772,0.15565,0.20372,0.251895,0.300149,0.348487,0.396907,0.445385,0.49385,0.542168,0.59012,0.637384,0.683517,0.727927,0.769859,0.808374,0.842341,0.87045,0.891227,0.90309,0.904416,0.893622,0.869255,0.83006,0.775019,0.703345,0.614422,0.507697,0.382525,0.237978,0.0726058,-0.11586,-0.330877,-0.577547,-0.863021,-1.19589,-1.57964,-1.98669,-2.31443,-2.40752,-2.20407,-1.80146,-1.3329,-0.868287,-0.421572,0.0173994,0.467296,0.951974,1.50065,2.14036,2.84945,3.43895,3.55166,3.10598,2.47573,1.94242,1.52362,1.17854,0.882462,0.620556,0.383068,0.16363,-0.0418566,-0.235843,-0.419467,-0.592729,-0.754607,-0.903179,-1.03582,-1.14952,-1.24139,-1.30914,-1.35171,-1.36947,-1.36435,-1.33944,-1.29849,-1.24542,-1.18384,-1.1168,-1.04672,-0.975429,-0.904223,-0.833982,-0.765269,-0.698415,-0.633582,-0.570816,-0.510085,-0.451303,-0.394354,-0.339104,-0.285411,-0.233131,-0.182122,-0.132242,-0.083333,-0.0351959,0.0124527,0.0599918,0.10772
0.0766906,0.124672,0.172691,0.220749,0.268839,0.316938,0.365025,0.413062,0.460976,0.508639,0.555854,0.602328,0.64766,0.691314,0.732605,0.77068,0.80451,0.832894,0.85448,0.867799,0.871327,0.863552,0.843053,0.808565,0.759017,0.69354,0.611422,0.512021,0.394638,0.258352,0.10181,-0.0770206,-0.281149,-0.5149,-0.784115,-1.09537,-1.45066,-1.82826,-2.14905,-2.28206,-2.14951,-1.80826,-1.37539,-0.928425,-0.49158,-0.0608073,0.379124,0.849389,1.3767,1.9888,2.68262,3.32617,3.59431,3.29005,2.68959,2.13373,1.69471,1.33672,1.03194,0.763989,0.521992,0.2987,0.0892816,-0.109384,-0.299083,-0.480449,-0.653041,-0.815386,-0.965059,-1.09886,-1.21318,-1.30455,-1.37029,-1.40918,-1.42175,-1.41031,-1.37849,-1.33056,-1.27084,-1.20321,-1.13083,-1.05615,-0.98094,-0.906429,-0.833409,-0.762359,-0.693534,-0.627031,-0.562843,-0.500893,-0.44106,-0.383198,-0.327146,-0.272741,-0.219818,-0.168212,-0.117756,-0.0682687,-0.0195386,0.0286882,0.0766906,0.124672
0.0934427,0.14171,0.189873,0.237961,0.285976,0.333888,0.381653,0.429195,0.47639,0.523049,0.568906,0.613589,0.65661,0.697339,0.734995,0.768636,0.797157,0.81931,0.833731,0.838991,0.833654,0.816347,0.78582,0.740982,0.680916,0.604849,0.51208,0.401875,0.273325,0.12517,-0.044407,-0.238019,-0.459305,-0.712984,-1.00399,-1.33305,-1.68253,-1.99097,-2.15048,-2.07859,-1.79885,-1.40689,-0.982243,-0.558155,-0.137165,0.292006,0.747532,1.25314,1.83523,2.50155,3.16686,3.563,3.42513,2.89584,2.33159,1.87305,1.50183,1.18829,0.914556,0.668717,0.442662,0.230847,0.0294899,-0.163854,-0.350507,-0.530747,-0.703803,-0.867828,-1.01993,-1.15632,-1.27272,-1.365,-1.42999,-1.46619,-1.4743,-1.45703,-1.41858,-1.36382,-1.29753,-1.22387,-1.14614,-1.06683,-0.987657,-0.909778,-0.833903,-0.76043,-0.689543,-0.621277,-0.555572,-0.492308,-0.431329,-0.372457,-0.315509,-0.260299,-0.20664,-0.15435,-0.103242,-0.0531238,-0.00378548,0.0449973,0.0934427,0.14171
0.110279,0.15885,0.207181,0.255307,0.303225,0.350892,0.398235,0.445135,0.491413,0.536817,0.581004,0.623519,0.663781,0.701071,0.734516,0.763097,0.785656,0.800924,0.807561,0.804211,0.789557,0.76238,0.721593,0.666261,0.595576,0.508804,0.405195,0.283864,0.143643,-0.0170875,-0.200584,-0.409883,-0.648745,-0.920759,-1.22568,-1.54879,-1.8419,-2.01736,-1.99531,-1.77443,-1.42695,-1.02901,-0.62073,-0.211287,0.206242,0.646774,1.13082,1.68221,2.31397,2.97507,3.46171,3.49334,3.07741,2.52984,2.05628,1.67207,1.34982,1.07044,0.821198,0.593204,0.380251,0.177952,-0.0167497,-0.205843,-0.390351,-0.570326,-0.744774,-0.911558,-1.06736,-1.20783,-1.32793,-1.42277,-1.48847,-1.52322,-1.52774,-1.50518,-1.4604,-1.39892,-1.32606,-1.24631,-1.16315,-1.0791,-0.995845,-0.914475,-0.835619,-0.759599,-0.686526,-0.616375,-0.549035,-0.484342,-0.422105,-0.362119,-0.304173,-0.24806,-0.193575,-0.14052,-0.0886954,-0.0379026,0.0120606,0.0613944,0.110279,0.15885
